Weight (gram),Length (cm),Volume (ml)
25.714114072575104,9.359533585958715,57.45022782579144
23.75966516343388,15.662917531708707,75.0399298858269
23.95515973521524,14.358880241442574,33.49030191606988
15.453062726026303,11.061648695790591,70.91506851922462
27.01397155468049,8.573730941818244,72.4608519249763
12.990744686038596,14.707744748330825,39.2660976759185
22.934285469001352,11.770920309494764,56.57312405919652
30.95227812904989,14.475632623946924,56.28559134004209
15.047318374346558,8.811144682411266,45.92488305282178
17.16851135198614,10.801249954092455,52.22183312409125
20.498256825438204,12.010487399436366,48.894241545341714
17.482621729419005,12.093961187529484,77.52270443423623
12.246682844669335,11.099869057041513,69.35678393147461
20.342814874030136,13.245699864694998,72.71555094994159
14.688481431369476,9.864759141234812,67.21672064043236
22.36796215317591,11.715241029957411,48.70948228782771
15.402878828830984,12.2405912634238,54.75479733720226
27.749672025087698,13.0288776681175,64.89374561227918
16.083733538318814,13.42322975617778,47.77872191108055
18.38969241897162,9.75071581632426,67.12998430172388
24.067586086848348,8.931771658528756,57.59674601841865
13.845678417830223,14.555353643797018,56.251791924504026
21.13729967302065,12.664628023959184,67.10959968203491
26.53571377141214,10.503026926886893,64.4426331148604
11.962583827193862,15.102303951045046,56.3903383418092
20.92316929266152,12.231349268585715,71.59329803364248
21.29941397124212,14.358594368127653,49.18936672400103
23.90911435888655,12.135036962820218,66.15935606944264
13.81524644560959,16.121495849763974,65.93101257968384
13.397716934578618,15.510681684886409,56.904535606860094
22.60970782808449,11.502071703041851,63.26133022242118
21.48492336616593,13.94314190190871,47.488864236146966
21.252464251729386,13.290751899170296,69.240270192069
21.73224104748488,14.737263115064698,58.15097863557011
16.599876392107547,10.070153078839793,54.772769794809605
21.161268485805017,13.37210291999688,70.49009225836889
21.465362366493405,14.116848973699176,52.95656309457241
16.42824290986816,8.482521027153771,45.91538703636441
29.328872555723784,9.63348297466845,44.433708264760966
22.36916460455894,7.921535644479799,66.0600995134564
14.043482513986756,11.461186331110884,47.19570647503717
23.28276804316915,13.435084511591924,77.54794181984364
15.126591648863393,15.004714104192056,39.18070592116278
23.93542301871226,12.148189560839551,76.96456368290038
25.79297789503702,15.257231091142584,62.11017467202618
15.896588408241447,9.239797083570217,59.03286888129608
24.81688064622161,8.593235121289691,54.550809131910505
22.06390463468249,11.888904602206765,63.99136114352071
24.11030079997245,12.768130897878615,59.62365297575152
29.483964913269737,11.934610503811816,71.03301882016521
18.77305941998565,7.865115799920247,61.1422764866204
16.23131917821255,11.821759920974424,61.50301761461878
15.552427851872384,9.391060998990294,56.36387787786144
15.920948575172808,13.339345097660075,59.43054376278933
19.61449145292948,12.733196492193697,63.07801768892059
21.70575987408322,10.120240427345289,42.89831607343375
21.383453996650097,10.972266165326612,46.51814577894287
24.13591624518012,9.881572956222096,67.43264094022715
20.065009459389536,11.874641805453656,61.708654381279416
27.267670385786584,13.910284641002477,58.16016663647321
18.67671583381022,10.028547907328912,60.184339330653934
33.600845832948096,13.008093031035688,63.47581705361671
23.12833673882503,10.939484763255118,54.60240319690639
15.714212217918586,10.414254335475311,52.21695274597688
14.64553750969444,11.785939280090885,61.958452550976816
22.412362076215928,9.929515355161252,50.21627222384968
18.882686073370746,10.892701389305635,64.08252755714472
23.57000247046046,9.604244214822304,42.9741639576216
22.36618812286773,15.92945026583278,70.29155637325644
19.63585543671564,12.070527103943457,64.72597482413043
15.766031409657977,10.600548984014829,62.56029734313876
12.425763876570675,12.427959821468445,69.82690983945514
17.767425239664895,11.77534390061834,76.65474444462576
24.28199397161736,11.558060800933552,70.1437006501813
21.07046872065102,13.22833340008685,41.59125768668355
13.77130610644006,13.51501542009461,47.204230332642986
20.86590462925591,10.938997704778943,53.75181422304321
21.926586898644185,10.84836351871064,60.26091050210834
15.580712818994336,11.449896605696711,65.17659020469122
20.76862552972764,7.39615767052883,52.742561868465344
20.29104359223,8.969617875602896,61.86766764477078
14.285148510846884,14.733748534889047,52.44617067646678
21.78893680174141,15.289935427002568,53.88482197008052
22.80392263184117,11.501927920887244,45.93338903151778
25.415256215876383,13.153113926111534,50.76766753889096
25.269010260174515,12.622500309087073,46.48315394383666
13.111653160214544,18.15776161691048,50.241267470226674
15.310874800424386,14.239149822869154,70.5364179660784
22.5751763360433,11.744164817038468,50.50601111168057
22.568929754561044,10.088919118799147,86.32382064837391
22.57523843153024,8.787107359484855,64.93317900880889
39.26365745327361,12.406927271734446,61.84836123694874
22.85445255346584,10.487298509431394,51.41642219818787
25.677828200903,9.155492580804651,67.00309879408991
24.77000881746601,10.706854231514948,54.24362173762226
23.25695625652899,9.83690399277121,61.220098146453616
18.42365377679827,15.37428327014513,85.60084538268795
23.794846102466337,13.7632795138989,59.0394010027535
16.13587392731214,11.984054717366766,71.49273326285676
18.81590696629996,14.959888277780053,52.96823574874112
17.573182260854484,12.154736615295237,59.65011509503038
20.409370696931614,10.277431597343472,77.7080063563551
31.573292833367542,15.046248154539317,53.73032942212232
10.66367403704126,13.077820087369318,78.12448557996929
23.43130095187257,9.925507691347088,67.07751935455475
11.936420644051742,11.619322643832785,54.37533224105732
17.640340671052833,10.248763493230486,66.3240773905552
25.444752984836832,9.234400538071329,69.7255444962673
20.32140009547732,13.852355095063285,66.21809962217196
14.611276110353469,15.81883328094026,44.29775280109544
16.42348145370016,9.202864852361715,52.72862824175132
23.39798874467338,13.125938473381142,57.52481364448495
16.34816684141432,10.698714861756349,59.25566570899954
21.08229294790988,11.025749232470607,66.20672097550678
20.22785919951907,10.815212151522262,61.777010009332535
16.741998261970913,10.272018460640368,46.64655641289899
30.719720446626628,12.097043255889654,63.801978510059634
23.169595111590056,10.338099767177924,66.10585745283824
9.874287066711965,12.540913651559675,65.5979044793104
20.93227157384714,11.899523781101726,70.80780725554622
16.69106767615806,11.52210390626718,68.33922154548904
24.26216667398112,10.184872675916804,64.59180079228437
16.037396307836495,10.846457338863337,59.29834288541353
19.426317792665504,13.510782451651512,43.39039066484008
22.524936394902287,13.001834375248762,64.29618219132585
24.328775970850607,10.044889510402898,62.07687687163112
13.99851796472112,12.19866461085845,62.715788371953735
18.32749382079525,13.502774246743575,47.232514241796906
17.62527344419522,8.661189437757256,49.189434595917376
16.73335383713144,13.08672038475987,70.53152853332904
28.827271201405484,10.674752482108309,59.60444846143345
22.02490855480477,13.141197337186318,66.81500697372624
13.695580228324774,10.473481686914964,60.28318376130461
24.58930973527388,8.390235798670961,60.297561394957455
30.610780985063165,8.744915124233675,69.38283805975998
25.162326302755734,12.096169893322765,54.83955271782626
12.403150170229932,12.519445003442964,60.96120776940983
17.578829635668743,10.191366749791182,55.377247112949576
26.33455574593312,13.277184917554749,55.65503772567684
16.461652671906094,8.67695987546208,56.9082787653136
22.219097140731144,11.867840402705369,62.22133771633713
23.873170267146683,9.577967600475088,55.212513783365225
15.365347642109583,10.69632778439568,72.55756125573521
19.702373219691,12.094797342632829,51.05392697780496
3.793663299654636,10.279173269432096,58.13128355838641
14.878061793328552,11.23088891154035,55.60268941725825
18.7371592430342,14.01258561842888,74.46977884353733
13.761084090175752,10.846216260953703,61.965547765115744
28.162056519658176,13.671384224130284,70.31844539468635
12.849293110196836,9.740586290684764,45.14439626963028
17.799777566515083,13.059608355830566,62.67050265869259
20.65370288643045,14.8831372413158,68.89630795623437
27.206366445330577,7.056710999745421,60.82283989275424
12.820689244102804,10.406209489059046,70.65480375065351
25.8158187607748,13.15414425436108,54.82711549899628
20.05116530509793,11.593909227914017,74.0934744018558
